MES,CM,CT,HORAS_TOTALES,EFICIENCIA,HORAS_EFICIENTES
2026-05-01,C-33,CT-029,424.25,50135.5333,212.7
2026-05-01,LMA01,CT-032,424.25,50135.5333,212.7
2026-05-01,LMA02,CT-032,424.25,50135.5333,212.7
2026-05-01,C-24,CT-014,424.25,52615.2033,223.22
2026-05-01,IL-29,CT-009,302.25,74451.6129,225.03
2026-05-01,C-09,CT-010,424.25,56711.8444,240.6
2026-05-01,C-11,CT-010,424.25,56711.8444,240.6
2026-05-01,IL-02,CT-010,424.25,56711.8444,240.6
2026-05-01,RBA01,CT-031,424.25,56820.2711,241.06
2026-05-01,RBA02,CT-031,424.25,56820.2711,241.06
2026-05-01,RBA03,CT-031,424.25,56820.2711,241.06
2026-05-01,C-17,CT-013,424.25,61527.4013,261.03
2026-05-01,C-18,CT-013,424.25,61527.4013,261.03
2026-05-01,IL-01,CT-009,416.5,63368.5474,263.93
2026-05-01,IL-26,CT-009,418.5,63065.7109,263.93
2026-05-01,IL-04,CT-009,424.25,62210.9605,263.93
2026-05-01,IL-05,CT-009,424.25,62210.9605,263.93
2026-05-01,IL-31,CT-009,424.25,62210.9605,263.93
2026-05-01,IL-32,CT-009,424.25,62210.9605,263.93
2026-05-01,C-30,CT-010,420.25,63745.3896,267.89
2026-05-01,C-07,CT-010,424.25,63144.3724,267.89
2026-05-01,C-28,CT-010,424.25,63144.3724,267.89
2026-05-01,C-12,CT-015,610.25,49405.9812,301.5
2026-05-01,I-03,CT-008,418.5,84707.2879,354.5
2026-05-01,I-01,CT-007,424.25,83559.2222,354.5
2026-05-01,I-04,CT-007,424.25,83559.2222,354.5
2026-05-01,I-02,CT-008,424.25,83559.2222,354.5
2026-05-01,EX17,CT-020,528,0.72,380.16
2026-05-01,B12,CT-004,720.75,55463.0593,399.75
2026-05-01,B8,CT-004,720.75,56295.5255,405.75
2026-05-01,MOLINOSTARLINGER,M.RECUPER-01,510,81176.4706,414
2026-05-01,MOLINO,MOLINO,510,81176.4706,414
2026-05-01,MOLINOBIO,MOLINO,510,81176.4706,414
2026-05-01,MOLINONGR,MOLINO,510,81176.4706,414
2026-05-01,MOLINOSTALINGER,MOLINO,510,81176.4706,414
2026-05-01,B16,CT-005,720.75,62539.0219,450.75
2026-05-01,B4,CT-003,744,61693.5484,459
2026-05-01,B15,CT-006,738,62378.0488,460.35
2026-05-01,B2,CT-003,744,0.0625,465
2026-05-01,B5,CT-006,744,0.0625,465
2026-05-01,B3,CT-035,744,64064.5161,476.64
2026-05-01,B17,CT-035,744,64064.5161,476.64
2026-05-01,B13,CT-003,744,64112.9032,477
2026-05-01,B14,CT-003,744,64112.9032,477
2026-05-01,B18,CT-003,744,64112.9032,477
2026-05-01,EX13,CT-020,710,71746.4789,509.4
2026-05-01,EX20,CT-020,638,83087.7743,530.1
2026-05-01,EX03,CT-018,624,86538.4615,540
2026-05-01,EX07,CT-020,720,0.75,540
2026-05-01,EX01,CT-018,744,72580.6452,540
2026-05-01,EX06,CT-018,744,72580.6452,540
2026-05-01,EX09,CT-018,744,72580.6452,540
2026-05-01,EX11,CT-020,744,72580.6452,540
2026-05-01,EX10,CT-018,744,74193.5484,552
2026-05-01,EX19,CT-020,744,74193.5484,552
2026-05-01,EX22,CT-020,744,74193.5484,552
2026-05-01,EA05,CT-026,744,74193.5484,552
2026-05-01,EA06,CT-027,744,74193.5484,552
2026-05-01,EX16,CT-033,744,74193.5484,552
2026-05-01,EX02,CT-018,710,77873.2394,552.9
2026-05-01,EX04,CT-018,744,0.75,558
2026-05-01,EX08,CT-018,744,0.75,558
2026-05-01,EX18,CT-018,744,0.75,558
2026-05-01,EX15,CT-020,744,0.75,558
2026-05-01,EX05,CT-034,744,75806.4516,564
2026-05-01,EX21,CT-034,744,75806.4516,564
2026-05-01,EX23,CT-034,744,75806.4516,564
2026-05-01,EX24,CT-034,744,75806.4516,564
2026-05-01,EX14,CT-017,744,76612.9032,570
2026-06-01,C-25,CT-028,155,77500.6452,120126
2026-06-01,C-20,CT-016,155,96903.2258,150.2
2026-06-01,IA01,CT-030,459.25,45032.1176,206.81
2026-06-01,IA02,CT-030,459.25,45032.1176,206.81
2026-06-01,B9,CT-001,310,77548.3871,240.4
2026-06-01,C-07,CT-010,325.5,75569.8925,245.98
2026-06-01,B10,CT-001,310,7948.3871,246.4
2026-06-01,C-27,CT-029,459.25,0.6,275.55
2026-06-01,C-33,CT-029,459.25,0.6,275.55
2026-06-01,LMA01,CT-032,459.25,0.6,275.55
2026-06-01,LMA02,CT-032,459.25,0.6,275.55
2026-06-01,C-24,CT-014,459.25,62967.8824,289.18
2026-06-01,IL-31,CT-009,395.25,74451.6129,294.27
2026-06-01,C-09,CT-010,459.25,67871.5297,311.7
2026-06-01,C-11,CT-010,459.25,67871.5297,311.7
2026-06-01,IL-02,CT-010,459.25,67871.5297,311.7
2026-06-01,RBA01,CT-031,459.25,0.68,312.29
2026-06-01,RBA02,CT-031,459.25,0.68,312.29
2026-06-01,RBA03,CT-031,459.25,0.68,312.29
2026-06-01,EX20,CT-020,336,0.95,319.2
2026-06-01,C-17,CT-013,459.25,73635.2749,338.17
2026-06-01,C-18,CT-013,459.25,73635.2749,338.17
2026-06-01,IL-01,CT-009,459.25,74451.8236,341.92
2026-06-01,IL-04,CT-009,459.25,74451.8236,341.92
2026-06-01,IL-05,CT-009,459.25,74451.8236,341.92
2026-06-01,IL-26,CT-009,459.25,74451.8236,341.92
2026-06-01,IL-29,CT-009,459.25,74451.8236,341.92
2026-06-01,IL-32,CT-009,459.25,74451.8236,341.92
2026-06-01,C-28,CT-010,459.25,75571.0397,347.06
2026-06-01,C-30,CT-010,459.25,75571.0397,347.06
2026-06-01,C-12,CT-015,598.75,61032.1503,365.43
2026-06-01,EX07,CT-020,432,0.9,388.8
2026-06-01,I-04,CT-007,395.25,1,395.25
2026-06-01,EX15,CT-020,432,0.93,401.76
2026-06-01,B8,CT-004,581.25,69806.4516,405.75
2026-06-01,EX05,CT-034,432,0.94,406.08
2026-06-01,I-01,CT-007,459.25,1,459.25
2026-06-01,I-02,CT-008,459.25,1,459.25
2026-06-01,I-03,CT-008,459.25,1,459.25
2026-06-01,B12,CT-004,697.5,68774.1935,479.7
2026-06-01,MOLINOSTARLINGER,M.RECUPER-01,522,1,522
2026-06-01,MOLINO,MOLINO,522,1,522
2026-06-01,MOLINOBIO,MOLINO,522,1,522
2026-06-01,MOLINONGR,MOLINO,522,1,522
2026-06-01,MOLINOSTALINGER,MOLINO,522,1,522
2026-06-01,B16,CT-005,697.5,77548.3871,540.9
2026-06-01,EX17,CT-020,624,0.88,549.12
2026-06-01,B4,CT-003,720,0.0765,550.8
2026-06-01,B2,CT-003,720,0.0775,558
2026-06-01,B5,CT-006,720,0.0775,558
2026-06-01,B15,CT-006,720,0.0775,558
2026-06-01,EX02,CT-018,600,0.95,570
2026-06-01,B3,CT-035,720,0.7944,571968
2026-06-01,B17,CT-035,720,0.7944,571968
2026-06-01,B13,CT-003,720,0.0795,572.4
2026-06-01,B14,CT-003,720,0.0795,572.4
2026-06-01,B18,CT-003,720,0.0795,572.4
2026-06-01,EX16,CT-033,648,0.92,596.16
2026-06-01,EX14,CT-017,648,0.95,615.6
2026-06-01,EX01,CT-018,720,0.9,648
2026-06-01,EX03,CT-018,720,0.9,648
2026-06-01,EX06,CT-018,720,0.9,648
2026-06-01,EX09,CT-018,720,0.9,648
2026-06-01,EX11,CT-020,720,0.9,648
2026-06-01,EX13,CT-020,720,0.9,648
2026-06-01,EX10,CT-018,720,0.92,662.4
2026-06-01,EX19,CT-020,720,0.92,662.4
2026-06-01,EX22,CT-020,720,0.92,662.4
2026-06-01,EA05,CT-026,720,0.92,662.4
2026-06-01,EA06,CT-027,720,0.92,662.4
2026-06-01,EX04,CT-018,720,0.93,669.6
2026-06-01,EX08,CT-018,720,0.93,669.6
2026-06-01,EX18,CT-018,720,0.93,669.6
2026-06-01,EX21,CT-034,720,0.94,676.8
2026-06-01,EX23,CT-034,720,0.94,676.8
2026-06-01,EX24,CT-034,720,0.94,676.8
2026-07-01,C-25,CT-028,178.25,77500.6452,1381449
2026-07-01,C-20,CT-016,178.25,96903.2258,172.73
2026-07-01,IA01,CT-030,488.25,45032.2581,219.87
2026-07-01,IA02,CT-030,488.25,45032.2581,219.87
2026-07-01,B9,CT-001,356.5,77548.3871,276.46
2026-07-01,B10,CT-001,356.5,7948.3871,283.36
2026-07-01,C-27,CT-029,534.75,0.6,320.85
2026-07-01,C-33,CT-029,534.75,0.6,320.85
2026-07-01,LMA01,CT-032,534.75,0.6,320.85
2026-07-01,LMA02,CT-032,534.75,0.6,320.85
2026-07-01,C-24,CT-014,534.75,62967.7419,336.72
2026-07-01,C-09,CT-010,534.75,67870.9677,362.94
2026-07-01,C-11,CT-010,534.75,67870.9677,362.94
2026-07-01,IL-02,CT-010,534.75,67870.9677,362.94
2026-07-01,RBA01,CT-031,534.75,0.68,363.63
2026-07-01,RBA02,CT-031,534.75,0.68,363.63
2026-07-01,RBA03,CT-031,534.75,0.68,363.63
2026-07-01,C-12,CT-015,627.75,61032.2581,383.13
2026-07-01,C-17,CT-013,534.75,73634.4086,393.76
2026-07-01,C-18,CT-013,534.75,73634.4086,393.76
2026-07-01,IL-01,CT-009,534.75,74451.6129,398.13
2026-07-01,IL-04,CT-009,534.75,74451.6129,398.13
2026-07-01,IL-05,CT-009,534.75,74451.6129,398.13
2026-07-01,IL-26,CT-009,534.75,74451.6129,398.13
2026-07-01,IL-29,CT-009,534.75,74451.6129,398.13
2026-07-01,IL-31,CT-009,534.75,74451.6129,398.13
2026-07-01,IL-32,CT-009,534.75,74451.6129,398.13
2026-07-01,C-07,CT-010,534.75,75569.8925,404.11
2026-07-01,C-28,CT-010,534.75,75569.8925,404.11
2026-07-01,C-30,CT-010,534.75,75569.8925,404.11
2026-07-01,B12,CT-004,604.5,68774.1935,415.74
2026-07-01,EX11,CT-020,504,0.9,453.6
2026-07-01,B8,CT-004,720.75,69806.4516,503.13
2026-07-01,I-01,CT-007,534.75,1,534.75
2026-07-01,I-04,CT-007,534.75,1,534.75
2026-07-01,I-02,CT-008,534.75,1,534.75
2026-07-01,I-03,CT-008,534.75,1,534.75
2026-07-01,MOLINOSTARLINGER,M.RECUPER-01,552,1,552
2026-07-01,MOLINO,MOLINO,552,1,552
2026-07-01,MOLINOBIO,MOLINO,552,1,552
2026-07-01,MOLINONGR,MOLINO,552,1,552
2026-07-01,MOLINOSTALINGER,MOLINO,552,1,552
2026-07-01,B17,CT-035,696,0.7944,5529024
2026-07-01,B18,CT-003,696,0.0795,553.32
2026-07-01,B16,CT-005,720.75,77548.3871,558.93
2026-07-01,B4,CT-003,744,0.0765,569.16
2026-07-01,B2,CT-003,744,0.0775,576.6
2026-07-01,B5,CT-006,744,0.0775,576.6
2026-07-01,B15,CT-006,744,0.0775,576.6
2026-07-01,B3,CT-035,744,0.7944,5910336
2026-07-01,B13,CT-003,744,0.0795,591.48
2026-07-01,B14,CT-003,744,0.0795,591.48
2026-07-01,EX17,CT-020,744,0.88,654.72
2026-07-01,EX01,CT-018,744,0.9,669.6
2026-07-01,EX03,CT-018,744,0.9,669.6
2026-07-01,EX06,CT-018,744,0.9,669.6
2026-07-01,EX09,CT-018,744,0.9,669.6
2026-07-01,EX07,CT-020,744,0.9,669.6
2026-07-01,EX13,CT-020,744,0.9,669.6
2026-07-01,EX24,CT-034,720,0.94,676.8
2026-07-01,EX20,CT-020,720,0.95,684
2026-07-01,EX10,CT-018,744,0.92,684.48
2026-07-01,EX19,CT-020,744,0.92,684.48
2026-07-01,EX22,CT-020,744,0.92,684.48
2026-07-01,EA05,CT-026,744,0.92,684.48
2026-07-01,EA06,CT-027,744,0.92,684.48
2026-07-01,EX16,CT-033,744,0.92,684.48
2026-07-01,EX04,CT-018,744,0.93,691.92
2026-07-01,EX08,CT-018,744,0.93,691.92
2026-07-01,EX18,CT-018,744,0.93,691.92
2026-07-01,EX15,CT-020,744,0.93,691.92
2026-07-01,EX05,CT-034,744,0.94,699.36
2026-07-01,EX21,CT-034,744,0.94,699.36
2026-07-01,EX23,CT-034,744,0.94,699.36
2026-07-01,EX14,CT-017,744,0.95,706.8
2026-07-01,EX02,CT-018,744,0.95,706.8
2026-08-01,C-25,CT-028,85.25,77500.6452,660693
2026-08-01,C-20,CT-016,85.25,96903.2258,82.61
2026-08-01,IA01,CT-030,255.75,45032.2581,115.17
2026-08-01,IA02,CT-030,255.75,45032.2581,115.17
2026-08-01,B9,CT-001,170.5,77548.3871,132.22
2026-08-01,B10,CT-001,170.5,7948.3871,135.52
2026-08-01,C-27,CT-029,255.75,0.6,153.45
2026-08-01,C-33,CT-029,255.75,0.6,153.45
2026-08-01,LMA01,CT-032,255.75,0.6,153.45
2026-08-01,LMA02,CT-032,255.75,0.6,153.45
2026-08-01,C-24,CT-014,255.75,62967.7419,161.04
2026-08-01,C-09,CT-010,255.75,67870.9677,173.58
2026-08-01,C-11,CT-010,255.75,67870.9677,173.58
2026-08-01,IL-02,CT-010,255.75,67870.9677,173.58
2026-08-01,RBA01,CT-031,255.75,0.68,173.91
2026-08-01,RBA02,CT-031,255.75,0.68,173.91
2026-08-01,RBA03,CT-031,255.75,0.68,173.91
2026-08-01,C-17,CT-013,255.75,73634.4086,188.32
2026-08-01,C-18,CT-013,255.75,73634.4086,188.32
2026-08-01,IL-01,CT-009,255.75,74451.6129,190.41
2026-08-01,IL-04,CT-009,255.75,74451.6129,190.41
2026-08-01,IL-05,CT-009,255.75,74451.6129,190.41
2026-08-01,IL-26,CT-009,255.75,74451.6129,190.41
2026-08-01,IL-29,CT-009,255.75,74451.6129,190.41
2026-08-01,IL-31,CT-009,255.75,74451.6129,190.41
2026-08-01,IL-32,CT-009,255.75,74451.6129,190.41
2026-08-01,C-07,CT-010,255.75,75569.8925,193.27
2026-08-01,C-28,CT-010,255.75,75569.8925,193.27
2026-08-01,C-30,CT-010,255.75,75569.8925,193.27
2026-08-01,I-01,CT-007,255.75,1,255.75
2026-08-01,I-04,CT-007,255.75,1,255.75
2026-08-01,I-02,CT-008,255.75,1,255.75
2026-08-01,I-03,CT-008,255.75,1,255.75
2026-08-01,C-12,CT-015,604.5,61032.2581,368.94
2026-08-01,B12,CT-004,720.75,68774.1935,495.69
2026-08-01,B8,CT-004,720.75,69806.4516,503.13
2026-08-01,MOLINOSTARLINGER,M.RECUPER-01,504,1,504
2026-08-01,MOLINO,MOLINO,504,1,504
2026-08-01,MOLINOBIO,MOLINO,504,1,504
2026-08-01,MOLINONGR,MOLINO,504,1,504
2026-08-01,MOLINOSTALINGER,MOLINO,504,1,504
2026-08-01,B4,CT-003,696,0.0765,532.44
2026-08-01,B3,CT-035,696,0.7944,5529024
2026-08-01,B16,CT-005,720.75,77548.3871,558.93
2026-08-01,B2,CT-003,744,0.0775,576.6
2026-08-01,B5,CT-006,744,0.0775,576.6
2026-08-01,B15,CT-006,744,0.0775,576.6
2026-08-01,B17,CT-035,744,0.7944,5910336
2026-08-01,B13,CT-003,744,0.0795,591.48
2026-08-01,B14,CT-003,744,0.0795,591.48
2026-08-01,B18,CT-003,744,0.0795,591.48
2026-08-01,EX08,CT-018,672,0.93,624.96
2026-08-01,EX19,CT-020,696,0.92,640.32
2026-08-01,EX17,CT-020,744,0.88,654.72
2026-08-01,EX01,CT-018,744,0.9,669.6
2026-08-01,EX03,CT-018,744,0.9,669.6
2026-08-01,EX06,CT-018,744,0.9,669.6
2026-08-01,EX09,CT-018,744,0.9,669.6
2026-08-01,EX07,CT-020,744,0.9,669.6
2026-08-01,EX11,CT-020,744,0.9,669.6
2026-08-01,EX13,CT-020,744,0.9,669.6
2026-08-01,EX10,CT-018,744,0.92,684.48
2026-08-01,EX22,CT-020,744,0.92,684.48
2026-08-01,EA05,CT-026,744,0.92,684.48
2026-08-01,EA06,CT-027,744,0.92,684.48
2026-08-01,EX16,CT-033,744,0.92,684.48
2026-08-01,EX04,CT-018,744,0.93,691.92
2026-08-01,EX18,CT-018,744,0.93,691.92
2026-08-01,EX15,CT-020,744,0.93,691.92
2026-08-01,EX05,CT-034,744,0.94,699.36
2026-08-01,EX21,CT-034,744,0.94,699.36
2026-08-01,EX23,CT-034,744,0.94,699.36
2026-08-01,EX24,CT-034,744,0.94,699.36
2026-08-01,EX14,CT-017,744,0.95,706.8
2026-08-01,EX02,CT-018,744,0.95,706.8
2026-08-01,EX20,CT-020,744,0.95,706.8
2026-09-01,C-25,CT-028,155,77500.6452,120126
2026-09-01,C-20,CT-016,155,96903.2258,150.2
2026-09-01,C-17,CT-013,279,73634.4086,205.44
2026-09-01,IA01,CT-030,465,45032.2581,209.4
2026-09-01,IA02,CT-030,465,45032.2581,209.4
2026-09-01,LMA01,CT-032,395.25,0.6,237.15
2026-09-01,B9,CT-001,310,77548.3871,240.4
2026-09-01,B10,CT-001,310,7948.3871,246.4
2026-09-01,C-27,CT-029,465,0.6,279
2026-09-01,C-33,CT-029,465,0.6,279
2026-09-01,LMA02,CT-032,465,0.6,279
2026-09-01,C-24,CT-014,465,62967.7419,292.8
2026-09-01,C-12,CT-015,488.25,61032.2581,297.99
2026-09-01,C-09,CT-010,465,67870.9677,315.6
2026-09-01,C-11,CT-010,465,67870.9677,315.6
2026-09-01,IL-02,CT-010,465,67870.9677,315.6
2026-09-01,RBA01,CT-031,465,0.68,316.2
2026-09-01,RBA02,CT-031,465,0.68,316.2
2026-09-01,RBA03,CT-031,465,0.68,316.2
2026-09-01,C-18,CT-013,465,73634.4086,342.4
2026-09-01,IL-01,CT-009,465,74451.6129,346.2
2026-09-01,IL-04,CT-009,465,74451.6129,346.2
2026-09-01,IL-05,CT-009,465,74451.6129,346.2
2026-09-01,IL-26,CT-009,465,74451.6129,346.2
2026-09-01,IL-29,CT-009,465,74451.6129,346.2
2026-09-01,IL-31,CT-009,465,74451.6129,346.2
2026-09-01,IL-32,CT-009,465,74451.6129,346.2
2026-09-01,C-07,CT-010,465,75569.8925,351.4
2026-09-01,C-30,CT-010,465,75569.8925,351.4
2026-09-01,C-28,CT-010,483,75569.3582,365
2026-09-01,EX22,CT-020,480,0.92,441.6
2026-09-01,I-01,CT-007,465,1,465
2026-09-01,I-04,CT-007,465,1,465
2026-09-01,I-02,CT-008,465,1,465
2026-09-01,I-03,CT-008,465,1,465
2026-09-01,B12,CT-004,697.5,68774.1935,479.7
2026-09-01,B8,CT-004,697.5,69806.4516,486.9
2026-09-01,B15,CT-006,672,0.0775,520.8
2026-09-01,MOLINOSTARLINGER,M.RECUPER-01,528,1,528
2026-09-01,MOLINO,MOLINO,528,1,528
2026-09-01,MOLINOBIO,MOLINO,528,1,528
2026-09-01,MOLINONGR,MOLINO,528,1,528
2026-09-01,MOLINOSTALINGER,MOLINO,528,1,528
2026-09-01,EA05,CT-026,576,0.92,529.92
2026-09-01,B16,CT-005,697.5,77548.3871,540.9
2026-09-01,B4,CT-003,720,0.0765,550.8
2026-09-01,EX10,CT-018,600,0.92,552
2026-09-01,B2,CT-003,720,0.0775,558
2026-09-01,B5,CT-006,720,0.0775,558
2026-09-01,B3,CT-035,720,0.7944,571968
2026-09-01,B17,CT-035,720,0.7944,571968
2026-09-01,B13,CT-003,720,0.0795,572.4
2026-09-01,B14,CT-003,720,0.0795,572.4
2026-09-01,B18,CT-003,720,0.0795,572.4
2026-09-01,EX13,CT-020,648,0.9,583.2
2026-09-01,EX17,CT-020,672,0.88,591.36
2026-09-01,EX09,CT-018,672,0.9,604.8
2026-09-01,EX01,CT-018,720,0.9,648
2026-09-01,EX03,CT-018,720,0.9,648
2026-09-01,EX06,CT-018,720,0.9,648
2026-09-01,EX07,CT-020,720,0.9,648
2026-09-01,EX11,CT-020,720,0.9,648
2026-09-01,EX19,CT-020,720,0.92,662.4
2026-09-01,EA06,CT-027,720,0.92,662.4
2026-09-01,EX16,CT-033,720,0.92,662.4
2026-09-01,EX04,CT-018,720,0.93,669.6
2026-09-01,EX08,CT-018,720,0.93,669.6
2026-09-01,EX18,CT-018,720,0.93,669.6
2026-09-01,EX15,CT-020,720,0.93,669.6
2026-09-01,EX05,CT-034,720,0.94,676.8
2026-09-01,EX21,CT-034,720,0.94,676.8
2026-09-01,EX23,CT-034,720,0.94,676.8
2026-09-01,EX24,CT-034,720,0.94,676.8
2026-09-01,EX14,CT-017,720,0.95,684
2026-09-01,EX02,CT-018,720,0.95,684
2026-09-01,EX20,CT-020,720,0.95,684
2026-10-01,C-25,CT-028,162.75,77500.6452,1261323
2026-10-01,C-20,CT-016,162.75,96903.2258,157.71
2026-10-01,IA01,CT-030,494,45032.3887,222.46
2026-10-01,IA02,CT-030,494,45032.3887,222.46
2026-10-01,C-28,CT-010,325.5,75569.8925,245.98
2026-10-01,B9,CT-001,325.5,77548.3871,252.42
2026-10-01,B10,CT-001,325.5,7948.3871,258.72
2026-10-01,LMA02,CT-032,441.75,0.6,265.05
2026-10-01,C-27,CT-029,494,0.6,296.4
2026-10-01,C-33,CT-029,494,0.6,296.4
2026-10-01,LMA01,CT-032,494,0.6,296.4
2026-10-01,C-24,CT-014,494,62967.6113,311.06
2026-10-01,C-09,CT-010,494,67870.4453,335.28
2026-10-01,C-11,CT-010,494,67870.4453,335.28
2026-10-01,IL-02,CT-010,494,67870.4453,335.28
2026-10-01,RBA01,CT-031,494,0.68,335.92
2026-10-01,RBA02,CT-031,494,0.68,335.92
2026-10-01,RBA03,CT-031,494,0.68,335.92
2026-10-01,C-17,CT-013,494,73633.6032,363.75
2026-10-01,C-18,CT-013,494,73633.6032,363.75
2026-10-01,IL-01,CT-009,494,7445.1417,367.79
2026-10-01,IL-04,CT-009,494,7445.1417,367.79
2026-10-01,IL-05,CT-009,494,7445.1417,367.79
2026-10-01,IL-26,CT-009,494,7445.1417,367.79
2026-10-01,IL-29,CT-009,494,7445.1417,367.79
2026-10-01,IL-31,CT-009,494,7445.1417,367.79
2026-10-01,IL-32,CT-009,494,7445.1417,367.79
2026-10-01,C-07,CT-010,494,75568.8259,373.31
2026-10-01,C-30,CT-010,494,75568.8259,373.31
2026-10-01,C-12,CT-015,627.75,61032.2581,383.13
2026-10-01,I-01,CT-007,494,1,494
2026-10-01,I-04,CT-007,494,1,494
2026-10-01,I-02,CT-008,494,1,494
2026-10-01,I-03,CT-008,494,1,494
2026-10-01,B12,CT-004,720.75,68774.1935,495.69
2026-10-01,B8,CT-004,720.75,69806.4516,503.13
2026-10-01,EX04,CT-018,552,0.93,513.36
2026-10-01,MOLINOSTARLINGER,M.RECUPER-01,534,1,534
2026-10-01,MOLINO,MOLINO,534,1,534
2026-10-01,MOLINOBIO,MOLINO,534,1,534
2026-10-01,MOLINONGR,MOLINO,534,1,534
2026-10-01,MOLINOSTALINGER,MOLINO,534,1,534
2026-10-01,B14,CT-003,696,0.0795,553.32
2026-10-01,B16,CT-005,720.75,77548.3871,558.93
2026-10-01,B4,CT-003,744,0.0765,569.16
2026-10-01,B2,CT-003,744,0.0775,576.6
2026-10-01,B5,CT-006,744,0.0775,576.6
2026-10-01,B15,CT-006,744,0.0775,576.6
2026-10-01,B3,CT-035,744,0.7944,5910336
2026-10-01,B17,CT-035,744,0.7944,5910336
2026-10-01,B13,CT-003,744,0.0795,591.48
2026-10-01,B18,CT-003,744,0.0795,591.48
2026-10-01,EX20,CT-020,624,0.95,592.8
2026-10-01,EX06,CT-018,696,0.9,626.4
2026-10-01,EX18,CT-018,696,0.93,647.28
2026-10-01,EX05,CT-034,696,0.94,654.24
2026-10-01,EX17,CT-020,744,0.88,654.72
2026-10-01,EX01,CT-018,744,0.9,669.6
2026-10-01,EX03,CT-018,744,0.9,669.6
2026-10-01,EX09,CT-018,744,0.9,669.6
2026-10-01,EX07,CT-020,744,0.9,669.6
2026-10-01,EX11,CT-020,744,0.9,669.6
